label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
ZERO,0.708351,0.602939,-1e-06,0.644002,0.577487,-0.031727,0.58947,0.488854,-0.043512,0.571904,0.394605,-0.054657,0.600152,0.335226,-0.057068,0.620601,0.391405,-0.005412,0.618145,0.327833,-0.042242,0.62669,0.412158,-0.053088,0.62963,0.43195,-0.055914,0.669809,0.39114,-0.005413,0.669038,0.339904,-0.044082,0.668266,0.439547,-0.04377,0.663688,0.440603,-0.034063,0.719071,0.397655,-0.014018,0.722473,0.346447,-0.055652,0.715419,0.441768,-0.03654,0.708947,0.450241,-0.013568,0.769241,0.41164,-0.025822,0.770338,0.36863,-0.04921,0.760317,0.436933,-0.034951,0.753146,0.45463,-0.018364
ZERO,0.714289,0.621083,-1e-06,0.652748,0.598158,-0.03618,0.598147,0.507582,-0.048665,0.583107,0.411304,-0.059183,0.613678,0.350958,-0.06056,0.629291,0.405549,-0.009214,0.626847,0.347431,-0.047509,0.63709,0.431652,-0.058894,0.639781,0.44423,-0.062441,0.678653,0.405945,-0.008116,0.679715,0.355301,-0.050801,0.679601,0.459434,-0.052036,0.67418,0.458478,-0.042309,0.726847,0.414137,-0.015984,0.731994,0.368218,-0.061875,0.724752,0.466499,-0.044548,0.717245,0.468783,-0.021757,0.776202,0.428521,-0.027256,0.778575,0.391219,-0.053566,0.767838,0.463353,-0.04076,0.758701,0.478121,-0.024792
ZERO,0.714346,0.630655,-1e-06,0.653671,0.603766,-0.036223,0.600289,0.516414,-0.049686,0.585093,0.422402,-0.061445,0.615305,0.363037,-0.063952,0.63106,0.413681,-0.008258,0.62946,0.356177,-0.045645,0.638356,0.441254,-0.05627,0.640602,0.456102,-0.059297,0.680789,0.414462,-0.006971,0.683108,0.367507,-0.047474,0.680389,0.469941,-0.047683,0.673015,0.466811,-0.038044,0.730015,0.423563,-0.01477,0.736217,0.376349,-0.058824,0.727012,0.473436,-0.040627,0.718675,0.477651,-0.017961,0.7805,0.440374,-0.026087,0.782563,0.401355,-0.051733,0.771525,0.471448,-0.038561,0.763369,0.486298,-0.022505
ZERO,0.714817,0.632506,-1e-06,0.652836,0.600219,-0.036269,0.601149,0.515982,-0.051298,0.585325,0.424911,-0.065001,0.6131,0.362138,-0.06958,0.63229,0.414988,-0.005211,0.632588,0.358911,-0.043445,0.638742,0.441029,-0.055411,0.639721,0.459313,-0.058752,0.681955,0.414621,-0.00356,0.683132,0.369008,-0.043471,0.679882,0.468221,-0.043901,0.673626,0.465966,-0.034286,0.73127,0.423051,-0.011346,0.737054,0.375926,-0.054751,0.727608,0.469773,-0.03656,0.719544,0.47544,-0.013647,0.780517,0.440696,-0.02275,0.783877,0.399433,-0.047729,0.772538,0.466391,-0.034373,0.76415,0.48187,-0.017953
ZERO,0.715499,0.636773,-1e-06,0.65438,0.604862,-0.036315,0.602185,0.51987,-0.050422,0.585793,0.427961,-0.063214,0.613982,0.367603,-0.066481,0.631616,0.420046,-0.004279,0.630305,0.362431,-0.042302,0.638807,0.446501,-0.053353,0.641209,0.462577,-0.055986,0.681632,0.419802,-0.002136,0.682748,0.373621,-0.042246,0.680923,0.474576,-0.041595,0.675126,0.47007,-0.030905,0.731497,0.427644,-0.009638,0.736431,0.379958,-0.053197,0.727969,0.475515,-0.034153,0.721534,0.48,-0.010394,0.781408,0.443955,-0.020837,0.784691,0.403409,-0.045486,0.773094,0.471323,-0.031896,0.765529,0.486144,-0.015261
ZERO,0.715303,0.641342,-1e-06,0.655034,0.608746,-0.036564,0.601853,0.52406,-0.050566,0.585883,0.432251,-0.063361,0.613889,0.371562,-0.066753,0.632154,0.423464,-0.00408,0.630058,0.366508,-0.04196,0.639148,0.451714,-0.05314,0.642216,0.467556,-0.056064,0.682129,0.422697,-0.00212,0.682408,0.376644,-0.042389,0.681056,0.478016,-0.041799,0.676363,0.473472,-0.031253,0.731855,0.430809,-0.009914,0.736206,0.382866,-0.053848,0.727831,0.479127,-0.034776,0.722013,0.483737,-0.011041,0.781574,0.447561,-0.021459,0.78451,0.407149,-0.046564,0.772774,0.475256,-0.033162,0.765292,0.489796,-0.016731
ZERO,0.715136,0.657299,-1e-06,0.655402,0.62977,-0.037691,0.600593,0.543208,-0.051323,0.585538,0.449697,-0.062677,0.615933,0.389196,-0.06476,0.629224,0.442317,-0.010368,0.627737,0.386128,-0.047999,0.638125,0.470861,-0.058937,0.642052,0.479881,-0.062775,0.680151,0.441545,-0.008318,0.681947,0.395092,-0.050308,0.680717,0.498641,-0.05083,0.675964,0.493886,-0.041297,0.730116,0.449371,-0.015365,0.735288,0.401559,-0.060989,0.726668,0.501472,-0.042767,0.721408,0.504212,-0.019841,0.780692,0.464251,-0.025967,0.782082,0.428806,-0.052855,0.77009,0.501046,-0.040266,0.763154,0.514185,-0.024569
ZERO,0.714595,0.663128,-1e-06,0.656451,0.633184,-0.038331,0.601554,0.54848,-0.053384,0.58346,0.456028,-0.066899,0.612904,0.394382,-0.070823,0.628746,0.445855,-0.00511,0.626945,0.390718,-0.042335,0.63652,0.475241,-0.052223,0.639802,0.488237,-0.054635,0.678525,0.44416,-0.002479,0.679684,0.399608,-0.042976,0.678482,0.502669,-0.041546,0.673053,0.49542,-0.030276,0.728389,0.451935,-0.009794,0.733985,0.405894,-0.054544,0.725068,0.503843,-0.035905,0.718133,0.506352,-0.012495,0.778781,0.467956,-0.020909,0.782339,0.431333,-0.047353,0.769857,0.501169,-0.035226,0.760813,0.514609,-0.019696
ZERO,0.713329,0.667372,-1e-06,0.654585,0.637684,-0.039039,0.599553,0.553789,-0.054228,0.581819,0.461688,-0.067467,0.610645,0.398027,-0.07117,0.626361,0.452677,-0.006726,0.624507,0.396473,-0.044894,0.634652,0.480562,-0.055851,0.63773,0.493162,-0.058913,0.677071,0.450089,-0.003735,0.677754,0.404242,-0.045275,0.677098,0.506826,-0.044883,0.671831,0.501318,-0.034222,0.727047,0.457256,-0.010598,0.732156,0.409605,-0.056441,0.723993,0.507781,-0.038432,0.717506,0.510768,-0.015061,0.777417,0.472766,-0.021164,0.780194,0.435127,-0.048298,0.768575,0.504927,-0.036241,0.760094,0.518504,-0.020514
ZERO,0.710722,0.669643,-1e-06,0.652006,0.639674,-0.038495,0.596966,0.557955,-0.053999,0.579356,0.466791,-0.067475,0.607549,0.402219,-0.071671,0.625582,0.457133,-0.007481,0.623858,0.402261,-0.045544,0.633333,0.485555,-0.057651,0.636762,0.498807,-0.061888,0.675859,0.454283,-0.004785,0.67596,0.409456,-0.045766,0.674814,0.50992,-0.046327,0.670693,0.506259,-0.036964,0.725054,0.461672,-0.01173,0.730058,0.414513,-0.056551,0.721345,0.510941,-0.039127,0.71533,0.515144,-0.016685,0.774914,0.477303,-0.022376,0.77744,0.440432,-0.049246,0.76537,0.508355,-0.037786,0.756731,0.521685,-0.022765
ZERO,0.698939,0.675862,-1e-06,0.637672,0.65467,-0.040798,0.580772,0.574563,-0.05744,0.562807,0.482218,-0.070881,0.590084,0.418052,-0.074948,0.609254,0.471015,-0.016575,0.611366,0.416399,-0.056282,0.620795,0.497669,-0.068305,0.622288,0.511581,-0.072573,0.658993,0.467884,-0.013519,0.6619,0.41982,-0.056747,0.66233,0.521536,-0.057271,0.657288,0.51886,-0.047826,0.708664,0.473672,-0.019634,0.714917,0.429279,-0.066495,0.707959,0.5266,-0.048001,0.701093,0.529928,-0.024814,0.759362,0.487576,-0.029526,0.762211,0.454026,-0.05832,0.7519,0.522762,-0.046324,0.742409,0.535378,-0.030791
ZERO,0.694997,0.68124,-1e-06,0.634109,0.658731,-0.039309,0.576182,0.579336,-0.054903,0.558538,0.488292,-0.067715,0.584627,0.422259,-0.070741,0.605011,0.475428,-0.012032,0.603461,0.421889,-0.050187,0.614421,0.505091,-0.061251,0.616881,0.516579,-0.064952,0.655938,0.471263,-0.008841,0.655296,0.426111,-0.050442,0.655642,0.529083,-0.050284,0.651579,0.521798,-0.040348,0.705945,0.476507,-0.015015,0.710011,0.431327,-0.059555,0.702197,0.528509,-0.040985,0.696863,0.528623,-0.018162,0.7565,0.488452,-0.024974,0.759035,0.453468,-0.051638,0.747735,0.522094,-0.039808,0.740152,0.532846,-0.024686
ZERO,0.692097,0.682785,-1e-06,0.630065,0.660303,-0.038763,0.571754,0.580023,-0.053578,0.555043,0.488723,-0.065816,0.58035,0.42251,-0.068471,0.60072,0.478366,-0.01049,0.598387,0.425715,-0.047984,0.609966,0.508484,-0.058533,0.61242,0.51875,-0.061864,0.651987,0.474195,-0.007396,0.650012,0.427997,-0.04879,0.651749,0.530698,-0.048245,0.648221,0.524705,-0.037826,0.701958,0.479002,-0.013717,0.704915,0.432807,-0.058761,0.698897,0.530107,-0.039994,0.693879,0.531938,-0.016591,0.752426,0.490051,-0.023731,0.7544,0.454192,-0.050474,0.744087,0.523241,-0.0384,0.736341,0.535113,-0.022999
ZERO,0.68806,0.682356,-1e-06,0.626041,0.662471,-0.040915,0.568621,0.581647,-0.056511,0.553188,0.490135,-0.06907,0.573506,0.422368,-0.071913,0.597137,0.478145,-0.012081,0.596231,0.426994,-0.050153,0.607648,0.508925,-0.060432,0.610206,0.51924,-0.063328,0.648295,0.474084,-0.008229,0.646608,0.42785,-0.049845,0.648231,0.530854,-0.048485,0.645666,0.523067,-0.037252,0.697905,0.478882,-0.014169,0.701107,0.43424,-0.059578,0.694678,0.53122,-0.040291,0.690601,0.530669,-0.016519,0.747897,0.48941,-0.024085,0.750079,0.455842,-0.051434,0.73971,0.524402,-0.03968,0.732993,0.534476,-0.024452
ZERO,0.6845,0.683453,-1e-06,0.621572,0.664155,-0.041353,0.564599,0.583044,-0.056636,0.549035,0.490482,-0.068707,0.569656,0.422205,-0.070989,0.594268,0.478262,-0.01132,0.59465,0.429965,-0.048744,0.604539,0.511452,-0.058487,0.606214,0.519279,-0.061199,0.645318,0.474705,-0.007018,0.643333,0.429091,-0.048318,0.644405,0.531914,-0.046781,0.642251,0.522413,-0.035287,0.69488,0.47965,-0.012541,0.697076,0.434864,-0.05795,0.690812,0.531471,-0.038923,0.687682,0.529959,-0.015102,0.745177,0.490147,-0.022033,0.746551,0.455814,-0.048982,0.735781,0.5243,-0.037208,0.729518,0.534761,-0.021849
ZERO,0.681479,0.683704,-1e-06,0.620313,0.664635,-0.042191,0.561871,0.584374,-0.058621,0.543755,0.492007,-0.071808,0.565254,0.424098,-0.075029,0.591043,0.476113,-0.011366,0.589522,0.431244,-0.049126,0.600627,0.512149,-0.059032,0.603363,0.517683,-0.061857,0.641949,0.472754,-0.006421,0.637422,0.428751,-0.048225,0.639616,0.531919,-0.046068,0.638735,0.520839,-0.03371,0.691381,0.478316,-0.011461,0.691717,0.434575,-0.056568,0.68606,0.530636,-0.036831,0.684476,0.52843,-0.012245,0.741068,0.488986,-0.020617,0.741543,0.455514,-0.046791,0.730887,0.522087,-0.035018,0.726034,0.531022,-0.019558
ZERO,0.670926,0.679447,-1e-06,0.606901,0.661773,-0.043074,0.545969,0.582475,-0.05935,0.5231,0.491866,-0.071847,0.545936,0.426974,-0.07426,0.575266,0.479353,-0.014872,0.573244,0.428643,-0.052642,0.586979,0.510092,-0.062989,0.587798,0.51924,-0.066271,0.624334,0.473507,-0.009783,0.622606,0.42544,-0.052562,0.627003,0.528278,-0.051991,0.621785,0.523517,-0.040987,0.673711,0.476868,-0.014284,0.67657,0.430496,-0.060626,0.6733,0.526691,-0.042077,0.667588,0.528126,-0.018029,0.723558,0.486099,-0.02275,0.725754,0.452622,-0.050071,0.717557,0.51854,-0.038159,0.709996,0.529163,-0.022446
ZERO,0.663754,0.680355,-1e-06,0.60305,0.660515,-0.041406,0.541477,0.582885,-0.057084,0.520723,0.491844,-0.069587,0.542771,0.425078,-0.07178,0.569917,0.477359,-0.011972,0.566386,0.426779,-0.051739,0.579814,0.509509,-0.062849,0.582698,0.516745,-0.066145,0.62149,0.473205,-0.008005,0.616276,0.425039,-0.051576,0.620488,0.530017,-0.0499,0.618883,0.520051,-0.037561,0.671515,0.477513,-0.01414,0.672088,0.430506,-0.060511,0.667728,0.527879,-0.040257,0.665864,0.525936,-0.014838,0.722306,0.486613,-0.024375,0.722247,0.451882,-0.050716,0.712849,0.518696,-0.038171,0.708641,0.527378,-0.021997
ZERO,0.660239,0.681528,-1e-06,0.598649,0.658056,-0.039839,0.537736,0.580912,-0.055087,0.516184,0.492124,-0.067803,0.537988,0.425889,-0.070333,0.567533,0.47865,-0.008702,0.56331,0.425952,-0.048289,0.575999,0.508023,-0.059859,0.579711,0.517795,-0.063327,0.618628,0.473761,-0.005343,0.612894,0.425736,-0.04876,0.616394,0.52841,-0.048027,0.615649,0.520526,-0.036401,0.668705,0.477819,-0.012093,0.668501,0.430852,-0.058264,0.663828,0.526388,-0.038851,0.662333,0.526171,-0.013842,0.719754,0.487669,-0.022822,0.718945,0.451892,-0.048687,0.709065,0.516783,-0.036289,0.704729,0.525951,-0.0202
ZERO,0.657371,0.681089,-1e-06,0.595477,0.655604,-0.039982,0.535541,0.579077,-0.055776,0.51364,0.490654,-0.068975,0.534129,0.422986,-0.072041,0.562863,0.47725,-0.00901,0.559282,0.426569,-0.047861,0.57199,0.508001,-0.058657,0.575778,0.516364,-0.061764,0.614087,0.4724,-0.005527,0.608546,0.424955,-0.04868,0.612136,0.527485,-0.047704,0.611199,0.519287,-0.035958,0.664519,0.476349,-0.011974,0.664557,0.4298,-0.058083,0.659884,0.525589,-0.038547,0.657943,0.525334,-0.013512,0.715742,0.486418,-0.022337,0.714843,0.450793,-0.048183,0.705158,0.515833,-0.03565,0.700718,0.525008,-0.019483
ZERO,0.653044,0.68089,-1e-06,0.592086,0.654023,-0.039829,0.532326,0.578448,-0.055631,0.509557,0.490886,-0.068684,0.529335,0.423605,-0.071827,0.558487,0.475061,-0.010292,0.553531,0.42612,-0.048663,0.567166,0.508642,-0.060155,0.572878,0.515229,-0.064272,0.611352,0.470879,-0.006284,0.603661,0.423803,-0.048502,0.607442,0.526264,-0.047567,0.608558,0.518849,-0.03641,0.662401,0.475837,-0.01197,0.659998,0.428068,-0.056123,0.654843,0.524055,-0.036046,0.655472,0.525934,-0.011302,0.71372,0.48613,-0.021643,0.710808,0.450363,-0.045891,0.699811,0.515194,-0.033086,0.696704,0.52565,-0.017133
ZERO,0.645217,0.675007,-1e-06,0.58124,0.652963,-0.039802,0.520229,0.575798,-0.055662,0.493218,0.487857,-0.069256,0.514339,0.422476,-0.072923,0.546162,0.473783,-0.007501,0.54026,0.4245,-0.046016,0.55573,0.506066,-0.057562,0.559971,0.515088,-0.061314,0.595804,0.4659,-0.003921,0.590002,0.418769,-0.046238,0.596781,0.522676,-0.045196,0.594447,0.518199,-0.033488,0.645955,0.467757,-0.010331,0.645945,0.420168,-0.055848,0.644275,0.517426,-0.036725,0.641353,0.520978,-0.011815,0.696886,0.476705,-0.020634,0.697044,0.440287,-0.046324,0.687982,0.506857,-0.033818,0.680645,0.520138,-0.017538
ZERO,0.63987,0.676616,-1e-06,0.579323,0.651523,-0.037236,0.517816,0.573078,-0.051011,0.490765,0.488034,-0.063061,0.51098,0.421769,-0.06506,0.543243,0.469038,-0.002827,0.536162,0.421711,-0.041359,0.551663,0.50411,-0.054049,0.556953,0.510279,-0.058713,0.594233,0.462614,-0.000346,0.584741,0.417022,-0.041986,0.591827,0.520187,-0.041193,0.593643,0.511896,-0.029489,0.64502,0.466099,-0.00795,0.641223,0.41968,-0.051709,0.639419,0.516547,-0.031593,0.640639,0.51694,-0.006254,0.696833,0.475421,-0.01952,0.693327,0.440669,-0.043133,0.683774,0.506617,-0.029753,0.680989,0.516549,-0.012998
ZERO,0.63846,0.672443,-1e-06,0.574786,0.647278,-0.039242,0.514741,0.572393,-0.054932,0.488672,0.486635,-0.06872,0.507566,0.419037,-0.072688,0.540921,0.467538,-0.004424,0.534865,0.419353,-0.043975,0.548946,0.500381,-0.057206,0.553866,0.510251,-0.061775,0.591545,0.460953,-0.001258,0.582741,0.415782,-0.044057,0.58864,0.517743,-0.044492,0.588933,0.512372,-0.033421,0.641726,0.463707,-0.008252,0.638449,0.418379,-0.054161,0.636022,0.51496,-0.035476,0.635062,0.51732,-0.01044,0.692682,0.473876,-0.019175,0.689982,0.438546,-0.044654,0.680611,0.504371,-0.031876,0.676239,0.516109,-0.015073
ZERO,0.639632,0.674428,-1e-06,0.576181,0.648592,-0.038528,0.514821,0.572157,-0.053902,0.488216,0.486342,-0.068006,0.506404,0.417726,-0.072245,0.543286,0.467614,-0.000826,0.534915,0.41834,-0.041606,0.548811,0.499632,-0.055624,0.554499,0.508625,-0.060334,0.59288,0.46127,0.001506,0.582774,0.414383,-0.042054,0.588999,0.517451,-0.041999,0.590856,0.51008,-0.029942,0.642541,0.464166,-0.00688,0.638278,0.417551,-0.053532,0.635858,0.514707,-0.034288,0.636252,0.515604,-0.008372,0.693437,0.474212,-0.019314,0.6904,0.43775,-0.044802,0.680755,0.504163,-0.031638,0.677131,0.515738,-0.01435
ZERO,0.638085,0.673127,-1e-06,0.574434,0.647953,-0.039186,0.513044,0.57101,-0.055255,0.486053,0.484342,-0.069562,0.506388,0.415659,-0.073856,0.540804,0.463071,-0.003026,0.533066,0.416748,-0.043091,0.54689,0.498114,-0.056764,0.553021,0.505242,-0.061663,0.591253,0.456301,-0.000132,0.580618,0.411733,-0.042658,0.586236,0.515392,-0.042009,0.588562,0.507347,-0.029997,0.641078,0.459881,-0.007722,0.636748,0.415208,-0.053143,0.633295,0.512941,-0.033587,0.634224,0.513757,-0.007948,0.691814,0.470512,-0.01938,0.687974,0.436653,-0.044197,0.677468,0.502702,-0.031202,0.674297,0.513468,-0.014256
ZERO,0.633336,0.654796,-1e-06,0.567336,0.635825,-0.036332,0.503612,0.557536,-0.050343,0.476026,0.467545,-0.062982,0.497278,0.402095,-0.06601,0.530571,0.454316,-0.004703,0.520196,0.397984,-0.042108,0.535609,0.482681,-0.052346,0.541414,0.495847,-0.054702,0.580791,0.445899,-0.002491,0.570506,0.396237,-0.042707,0.577351,0.500424,-0.04099,0.577302,0.496086,-0.028855,0.631501,0.447748,-0.00986,0.625581,0.396326,-0.053139,0.624873,0.495609,-0.032499,0.625113,0.50032,-0.007019,0.68343,0.456406,-0.020885,0.677355,0.418022,-0.045515,0.668617,0.487262,-0.031772,0.665627,0.502307,-0.014556
ZERO,0.6308,0.655965,-1e-06,0.568451,0.630077,-0.035515,0.505932,0.554482,-0.050931,0.475571,0.469161,-0.066041,0.495551,0.400086,-0.071737,0.533085,0.449718,0.001108,0.521128,0.396641,-0.039047,0.534574,0.477548,-0.053055,0.542545,0.488036,-0.057782,0.581647,0.441469,0.001929,0.569848,0.393338,-0.040231,0.576497,0.4964,-0.039421,0.580051,0.490615,-0.026942,0.630822,0.443767,-0.007634,0.624856,0.39432,-0.052414,0.623164,0.491463,-0.032522,0.625297,0.494133,-0.006403,0.681542,0.453597,-0.021033,0.67642,0.413955,-0.044585,0.667264,0.48013,-0.030346,0.665641,0.493104,-0.012488
ZERO,0.628224,0.649151,-1e-06,0.564712,0.626382,-0.036449,0.503835,0.551487,-0.052743,0.474369,0.465719,-0.06825,0.493842,0.397202,-0.074296,0.53004,0.445083,-0.003498,0.519134,0.39073,-0.044039,0.533996,0.471721,-0.057547,0.541722,0.485075,-0.061671,0.579815,0.437162,-0.001794,0.568114,0.389637,-0.043874,0.575337,0.492858,-0.043055,0.577254,0.48858,-0.030875,0.629761,0.439389,-0.010083,0.623678,0.391425,-0.054884,0.622243,0.489005,-0.035033,0.622809,0.492321,-0.009183,0.68034,0.449295,-0.022093,0.675372,0.41216,-0.046321,0.666081,0.478563,-0.032439,0.662949,0.491853,-0.014796
ZERO,0.628848,0.652785,-1e-06,0.565573,0.628,-0.034057,0.503321,0.55019,-0.048029,0.473686,0.463212,-0.061805,0.492405,0.395685,-0.066011,0.530598,0.446225,0.001479,0.519537,0.390075,-0.038684,0.534141,0.472605,-0.052674,0.541072,0.486283,-0.057162,0.579323,0.438624,0.00233,0.568773,0.389469,-0.039045,0.576505,0.492884,-0.038107,0.57817,0.488004,-0.025859,0.628908,0.440752,-0.006965,0.623645,0.390411,-0.051149,0.623072,0.48828,-0.030815,0.624103,0.491738,-0.004635,0.679551,0.45052,-0.019945,0.67554,0.410306,-0.04354,0.666958,0.477758,-0.028912,0.664415,0.491648,-0.010742
ZERO,0.631853,0.636911,-1e-06,0.565743,0.615999,-0.035065,0.502604,0.537948,-0.049443,0.473495,0.449875,-0.063266,0.498075,0.386601,-0.067579,0.526229,0.431685,-0.002051,0.514073,0.375116,-0.042561,0.531156,0.458704,-0.056573,0.538309,0.47024,-0.061125,0.577299,0.424509,-0.000989,0.566286,0.374918,-0.043526,0.574092,0.479719,-0.04382,0.572752,0.474874,-0.032325,0.628017,0.42653,-0.009692,0.622336,0.377347,-0.055061,0.62153,0.476659,-0.03563,0.620009,0.479927,-0.010011,0.678829,0.4358,-0.021961,0.67504,0.396279,-0.046878,0.666962,0.465704,-0.032458,0.662983,0.481044,-0.014274
ZERO,0.630994,0.633929,-1e-06,0.566925,0.60883,-0.03291,0.505057,0.532914,-0.046421,0.475339,0.44627,-0.060131,0.493915,0.375828,-0.065012,0.532428,0.429227,0.004234,0.521379,0.375353,-0.035158,0.533988,0.45488,-0.049625,0.54142,0.466119,-0.0548,0.580825,0.421358,0.004004,0.569333,0.371932,-0.037722,0.576151,0.472617,-0.038351,0.579167,0.469569,-0.027234,0.629726,0.423254,-0.006254,0.623598,0.373079,-0.051374,0.623058,0.46965,-0.032457,0.623963,0.473766,-0.0071,0.680548,0.432465,-0.01995,0.674524,0.391027,-0.043874,0.666706,0.458955,-0.029267,0.665205,0.473653,-0.011223
ZERO,0.633416,0.625621,-1e-06,0.569071,0.605874,-0.034894,0.506419,0.526974,-0.049115,0.477176,0.43873,-0.062705,0.498853,0.370588,-0.067151,0.531761,0.420048,-0.000457,0.522256,0.366568,-0.03978,0.536097,0.447663,-0.053571,0.5435,0.458402,-0.058508,0.581799,0.412141,0.000295,0.571207,0.364042,-0.04123,0.577567,0.46713,-0.041568,0.57905,0.46304,-0.030424,0.631538,0.414485,-0.008769,0.626312,0.367096,-0.053554,0.624733,0.465167,-0.034613,0.624234,0.468666,-0.009659,0.682355,0.423694,-0.021358,0.67695,0.385953,-0.045923,0.668911,0.454568,-0.031999,0.665833,0.468788,-0.014501
ZERO,0.632795,0.623016,-1e-06,0.56991,0.599599,-0.033153,0.508154,0.520916,-0.046736,0.477983,0.434171,-0.060395,0.497423,0.366512,-0.065034,0.532939,0.418907,0.001413,0.521487,0.36182,-0.038729,0.536134,0.443458,-0.053059,0.543675,0.455931,-0.057953,0.582773,0.411434,0.001286,0.571128,0.360085,-0.040883,0.578214,0.463208,-0.040857,0.579768,0.461061,-0.029083,0.632865,0.41408,-0.008771,0.627013,0.36257,-0.054153,0.626022,0.460956,-0.034828,0.625694,0.466984,-0.009081,0.684216,0.423749,-0.022247,0.67939,0.382835,-0.046807,0.670841,0.450606,-0.032567,0.667565,0.46608,-0.014647
ZERO,0.633179,0.625204,-1e-06,0.569482,0.597032,-0.033376,0.508029,0.519621,-0.047351,0.477566,0.43352,-0.061396,0.496035,0.364942,-0.066337,0.534675,0.418887,0.002663,0.523009,0.362686,-0.037788,0.537118,0.444449,-0.052789,0.544359,0.458281,-0.057927,0.584011,0.410965,0.00309,0.572663,0.361557,-0.038539,0.580129,0.463883,-0.038379,0.582351,0.461862,-0.026764,0.633777,0.41339,-0.006613,0.627866,0.362242,-0.050921,0.626537,0.459392,-0.031006,0.627299,0.465707,-0.005038,0.684748,0.423951,-0.019894,0.679491,0.382063,-0.043076,0.670327,0.449109,-0.028137,0.667681,0.464744,-0.00985
ZERO,0.640988,0.613927,-1e-06,0.577639,0.590694,-0.03602,0.514661,0.511386,-0.050684,0.484725,0.423318,-0.06475,0.507628,0.356527,-0.069301,0.540536,0.40621,0.000798,0.530591,0.352749,-0.040176,0.545478,0.434801,-0.055103,0.551626,0.444309,-0.060431,0.589722,0.398289,0.002206,0.580344,0.350739,-0.040091,0.587299,0.45429,-0.04057,0.58601,0.44665,-0.029335,0.638922,0.400778,-0.006694,0.635794,0.353448,-0.052259,0.634496,0.449977,-0.033779,0.632412,0.449843,-0.008842,0.688805,0.410241,-0.01927,0.686647,0.372271,-0.044093,0.67859,0.43991,-0.03043,0.67357,0.452914,-0.012894
ZERO,0.638029,0.60915,-1e-06,0.575731,0.585057,-0.034327,0.515845,0.506043,-0.047983,0.488331,0.418255,-0.061273,0.508182,0.352893,-0.065461,0.54143,0.40427,-0.00194,0.530609,0.347728,-0.042124,0.544517,0.430868,-0.056019,0.552146,0.44323,-0.060782,0.591904,0.397566,-0.001634,0.581095,0.346481,-0.044116,0.586903,0.449844,-0.043719,0.588829,0.447023,-0.032006,0.642133,0.400645,-0.01116,0.63719,0.349328,-0.056773,0.635057,0.447197,-0.036697,0.635217,0.453102,-0.010704,0.693584,0.410784,-0.024282,0.689564,0.370381,-0.049268,0.680205,0.437318,-0.035002,0.676784,0.452491,-0.017191
ZERO,0.639274,0.610767,-1e-06,0.576173,0.582845,-0.033061,0.516455,0.504098,-0.046615,0.489426,0.417426,-0.060063,0.508805,0.350812,-0.064351,0.543104,0.402574,0.000797,0.533702,0.34597,-0.040286,0.546567,0.428549,-0.05591,0.553501,0.443358,-0.061528,0.593185,0.396023,0.000914,0.583218,0.345758,-0.040909,0.588756,0.448115,-0.041193,0.590803,0.445927,-0.03011,0.643623,0.399055,-0.00892,0.639292,0.348158,-0.053226,0.636721,0.44484,-0.033373,0.637315,0.450949,-0.007722,0.695219,0.4098,-0.022339,0.690844,0.368917,-0.045984,0.6814,0.434782,-0.031307,0.678724,0.449276,-0.013266
ZERO,0.641741,0.60771,-1e-06,0.57857,0.584812,-0.035184,0.518849,0.504313,-0.049423,0.492539,0.415199,-0.063064,0.509865,0.346144,-0.067574,0.545385,0.401467,-0.001914,0.536602,0.344841,-0.042103,0.549392,0.42763,-0.055979,0.556559,0.440603,-0.060734,0.595176,0.394692,-0.001053,0.585565,0.343416,-0.043364,0.590514,0.446997,-0.043037,0.592216,0.443633,-0.031334,0.644942,0.39778,-0.010143,0.641486,0.347827,-0.055844,0.638488,0.445884,-0.036286,0.638115,0.449878,-0.01068,0.696164,0.40773,-0.02284,0.692988,0.368058,-0.048061,0.683644,0.435346,-0.034128,0.680144,0.449535,-0.016531
ZERO,0.643929,0.607242,-1e-06,0.579751,0.583984,-0.034445,0.519633,0.503878,-0.047808,0.494059,0.414444,-0.06058,0.512218,0.34579,-0.064195,0.54527,0.401988,-0.001667,0.536567,0.343954,-0.04157,0.549999,0.427147,-0.05555,0.557241,0.44121,-0.060438,0.595564,0.394695,-0.001035,0.586121,0.341926,-0.043135,0.591484,0.445437,-0.043127,0.593544,0.444588,-0.03183,0.645587,0.397565,-0.010205,0.642337,0.345284,-0.055446,0.639614,0.443981,-0.035688,0.639308,0.451126,-0.010039,0.697231,0.407866,-0.022952,0.69419,0.366293,-0.047973,0.684621,0.433686,-0.033931,0.680563,0.449539,-0.016314
